	city name	full city name (GEA)	full city name (UITP)	full city name (WB)	definition  (WB)	study_year (WB)	country	population (GEA)	population (UITP)	population (WB)	population_year (WB)	pop_1950 (WB)	pop_1990 (WB)	pop_2010 (WB)	growth_rate_1950-2010 (WB)	growth_rate_1990-2010 (WB)	area_size (GEA)	area_size (WB)	population_density (GEA)	population_density (UITP)	pop_density (WB)	pop/sqrt(area_size) (GEA)	pop/sqrt(area) (WB)	total_final_consumption_per_capita (GEA)	energy_per_cap_CO2 (WB)	weather_station_id (GEA+)	CDD_23C (GEA+)	HDD_15.5C (GEA+)	diesel_price (GEA+)	gasoline_price (GEA+)	center_of_commerce_index (GEA+)	household_size (GEA+)	year_household_size (GEA+)	household_source (GEA+)	comment_household_size (GEA+)	urbanization_ratio (GEA+)	water_bounded (GEA+)	other_bounded (GEA+)	GDP-PPP/cap (GEA)	GDP-PPP/cap (UITP)	GDP-PPP/cap (WB)
189	Swindon	Swindon					United Kingdom	186800.0											255.6					116.0034841116193		EGDL	2.0	2217.0	1.65	1.44	-999.0	2.37	2011	http://www.ons.gov.uk/ons/interactive/vp2-2011-census-comparator/index.html / http://www.nomisweb.co.uk/articles/658.aspx (Table H01 2011 Census: Number of households with at least one usual resident, local authorities in England and Wales)	Calculation: population/households (209156/88400)	79.007	0.0	-999	51302.130815599		
190	Sydney	Sydney	Sydney				Australia	4399000.0	3741290.0								12144.6		362.21859921281884	1893.0		39917.40996028162		215.95817231188906		94768	140.0	335.0	0.94	0.74	58.33	2.7	2011	http://www.censusdata.abs.gov.au/census_services/getproduct/census/2011/quickstat/1GSYD?opendocument&navpos=220#householdcomposition	-999	88.182	1.0	-999	40378.326135270676	22397.32	
191	Taiyuan, Shanxi	Taiyuan, Shanxi					China	3488200.0											600.0					151.41365923148288		ZBYN	277.0	2683.0	1.01	0.99	-999.0	3.61	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Shanxi"""	42.522	0.0	Mountains	8423.114130960414		
192	Tallinn	Tallinn					Estonia	398000.0									159.2		2500.0			31543.62059117501		89.55999999999999		EETN	19.0	3554.0	1.3	1.18	-999.0	2.32	2004	http://www.urbanaudit.org	-999	69.425	-999.0	-999	26360.37617261404		
193	Telford and Wrekin	Telford and Wrekin					United Kingdom	161800.0											255.6					101.68957124915984		EGOS	2.0	2234.0	1.65	1.44	-999.0			-999	-999	79.007	-999.0	-999	32643.880270835252		
194	Thurrock	Thurrock					United Kingdom	148800.0									163.38		910.7601909658465			11641.353719208002		329.6720218504694		EGMC	11.0	1855.0	1.65	1.44	-999.0	2.52	2011	-999	Calculation: pop/household (157705/62400)	79.007	0.0	Estuary	28024.226404398727		
195	Tianjin	Tianjin		Tianjin 	Tianjin Government Administered Area (Province) 	2006.0	China	7039516.000000001		10750000.0	2006.0	2467000.0	4558000.0	8535000.0	1.0209016512582392	1.0318616224246837	5606.9	11760.0	1255.5094615562969		914.1156462585034	94011.5894067159	99129.93088507079	139.71691170245228	10.8	54527	424.0	2315.0	1.01	0.99	-999.0	3.07	2003.0	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	-999	42.522	1.0	-999	6392.484937884934		6392.484937884934
196	Tokyo	Tokyo		Tokyo 	Tokyo Metropolitan Government Administered Areas (Tokyo-to)   	2006.0	Japan	12790000.0		12677921.0	2006.0	11275000.0	32530000.0	36933000.0	1.0199721193130113	1.006367321744709	2187.66	2187.66	5846.42951829809		5795.197151294077	273451.70238825097	271055.44020279567	59.78107896794371	4.4	RJTD	392.0	1065.0	1.3	1.42	66.6	2.05	2010.0	http://www.stat.go.jp/data/nenkan/pdf/yhyou02.pdf	-999	85.978	1.0	-999	33714.0473017425		41300.0
197	Torino	Torino (Turin)					Italy	2121223.0											340.0					93.46991108431315		LIMK	44.0	1954.0	1.63	1.57	-999.0	2.06	2004	http://www.urbanaudit.org	-999	67.588	0.0	Mountains	34933.44576281395		
198	Toronto	Toronto	Toronto	Toronto 	Greater Toronto Area 	2005.0	Canada	5555912.0	4628883.0	5555912.0	2005.0	1068000.0	3807000.0	5485000.0	1.0276457322656996	1.0184264915308539	7125.0	7125.0	779.7771228070176	2553.0	779.7771228070176	65820.76476256548	65820.76476256548	162.91575597309676	9.8	CXTO	103.0	2819.0	0.9	0.76	58.16	2.8	2006.0	http://www12.statcan.gc.ca/census-recensement/2006/dp-pd/tbt/Rp-eng.cfm?TABID=1&LANG=E&APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=001&GID=761292&GK=10&GRP=1&PID=89047&PRID=0&PTYPE=88971,97154&S=0&SHOWALL=0&SUB=0&Temporal=2006&THEME=69&VID=0&VNAMEE=&VNAMEF=&D1=	-999	80.122	1.0	-999	41507.521401198595	19455.68	41507.521401198595
199	Pretoria Tshwane	Tshwane 					South Africa	1678806.0											460.0					55.0		FAPR	331.0	508.0	0.95	0.87	-999.0	3.41	2007	http://www.statssa.gov.za/community_new/content.asp?link=interactivedata.asp	Calculation: pop/household (2345909/686639)	59.256	0.0	-999	16714.05951194424		
200	Tyneside	Tyneside					United Kingdom	807000.0											255.6					91.5725904608103		EGNT	0.0	2443.0	1.65	1.44	-999.0			-999	-999	79.007	0.0	By a river to the coast	32205.45320054392		
201	Umeå	Umeå					Sweden	110758.0											2140.9525185411					173.3465754166742		ESNU	4.0	4388.0	1.52	1.38	-999.0	1.99	2011	http://www.ssd.scb.se/databaser/makro/start.asp?lang=2 	Calculation: population/households (116465/58238)	84.319	1.0	River to the coast	28630.0932398524		
202	uMhlatuze	uMhlatuze					South Africa	360002.0											453.9747793					167.0		FADN	292.0	93.0	0.95	0.87	-999.0	4.1	2007	http://www.statssa.gov.za/community_new/content.asp?link=interactivedata.asp	Calculation: pop/household (332154/81005)	59.256	1.0	-999	9967.929741856327		
203	Uppsala	Uppsala					Sweden	183308.0											2879.0					90.13146398411418		ESSA	22.0	3364.0	1.52	1.38	-999.0	2.08	2011	http://www.ssd.scb.se/databaser/makro/start.asp?lang=2 	Calculation: population/households (200001/96040)	84.319	0.0	-999	29958.91613284133		
204	Ürümqi (Wulumqi)	Ürümqi (Wulumqi)					China	2018400.0											210.0					110.26686075327218		51463	238.0	3700.0	1.01	0.99	-999.0	3.5	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Xinjiang"""	42.522	0.0	Mountains	9396.319022702255		
205	Västra Götaland county	Västra Götaland county					Sweden	1528455.0									23945.0		63.83190645228649			9877.45901416602		38.94568515265415		ILINK_F6PI1	33.0	3295.0	1.52	1.38	-999.0	2.13	2011	http://www.ssd.scb.se/databaser/makro/start.asp?lang=2 	Calculation: population/households (1590604/746392)	84.319	0.0	-999	32133.353594095945		
206	Växjö	Växjö					Sweden	77363.0											1795.15149119409					108.4780890089578		ESMX	17.0	3226.0	1.52	1.38	-999.0	2.04	2011	http://www.ssd.scb.se/databaser/makro/start.asp?lang=2 	Calculation: population/households (83710/40931)	84.319	0.0	-999	28026.082833948338		
207	Vienna	Vienna	Vienna				Austria	1678435.0	1592596.0								414.65		4047.83552393585	6939.0		82425.89894940345		80.45566256661712		11035	99.0	2230.0	1.43	1.37	52.52	2.0	2004	http://www.urbanaudit.org	-999	66.534	0.0	Mountains, River	41069.08570941547	39316.43	
208	Vilnius	Vilnius					Lithuania	554000.0									401.0		1381.5461346633417			27665.439786916297		62.86999999999999		EYVI	35.0	3401.0	1.22	1.13	-999.0			lithuania	-999	66.635	0.0	-999	16014.573154077183		
209	Warwickshire	Warwickshire					United Kingdom	522500.0									1975.0		264.55696202531647			11757.16856467695		143.13421084653157		03535	5.0	2213.0	1.65	1.44	-999.0	2.36	2011	http://www.ons.gov.uk/ons/interactive/vp2-2011-census-comparator/index.html / http://www.nomisweb.co.uk/articles/658.aspx (Table H01 2011 Census: Number of households with at least one usual resident, local authorities in England and Wales)	Calculation: population/households (545574/231000 )	79.007	0.0	Rivers	34867.308928247294		
210	West Cumbria	West Cumbria					United Kingdom	236400.0											74.0					109.6636535952735		EGNV	2.0	2263.0	1.65	1.44	-999.0			-999	-999	79.007	-999.0	-999	23818.37859141391		
211	West Lothian	West Lothian					United Kingdom	165700.0									427.0		388.05620608899295			8018.785029475857		104.7311227233102		EGPH	0.0	2483.0	1.65	1.44	-999.0			-999	-999	79.007	-999.0	-999	34139.889054326406		
212	West Sussex	West Sussex					United Kingdom	771100.0									1991.0		387.292817679558			17281.24682170552		89.80681730709708		EGLF	9.0	2078.0	1.65	1.44	-999.0			-999	-999	79.007	-999.0	-999	35963.63275448751		
213	Wiltshire CC	Wiltshire CC					United Kingdom	449200.0									3485.0		128.89526542324248			7609.188736529047		116.38999043027285		EGDM	4.0	2139.0	1.65	1.44	-999.0	2.42	2011	http://www.ons.gov.uk/ons/interactive/vp2-2011-census-comparator/index.html / http://www.nomisweb.co.uk/articles/658.aspx (Table H01 2011 Census: Number of households with at least one usual resident, local authorities in England and Wales)	Calculation: population/households (470981/194200)	79.007	0.0	-999	29634.261225665112		
214	Wirral	Wirral					United Kingdom	311200.0									157.0		1982.1656050955414			24836.463844632402		79.6002834105455		EGGP	2.0	1916.0	1.65	1.44	-999.0	2.28	2004	http://www.urbanaudit.org	-999	79.007	-999.0	-999	19717.171822460252		
215	Worcestershire	Worcestershire					United Kingdom	553000.0									1741.0		317.6335439402642			13253.352398505296		110.83791515465239		IWORCEST9	3.0	2211.0	1.65	1.44	-999.0	2.31	2004	http://www.urbanaudit.org	-999	79.007	-999.0	-999	28731.04514656381		
216	Wuhan	Wuhan					China	8188400.0											1200.0					75.6383057129752		ZHHH	612.0	1203.0	1.01	0.99	-999.0	3.52	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Hebei"""	42.522	0.0	Large River	9170.952064053905		
217	Xiamen	Xiamen					China	1603800.0											2100.0					103.24764649301902		ZSAM	874.0	228.0	1.01	0.99	-999.0	3.22	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Fujian"""	42.522	1.0	-999	21109.986615621736		
218	Xi'an, Shaanxi	Xi'an, Shaanxi					China	7531100.000000001											850.0					42.48141388986095		ZLXY	360.0	1994.0	1.01	0.99	-999.0	3.61	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Shanxi"""	42.522	0.0	Mountains	5671.939434674622		
219	Xining	Xining					China	2127299.9999999995									7372.0		288.5648399348887			24776.27865506619		50.6318964872956		ZLXN	39.0	3686.0	1.01	0.99	-999.0	4.11	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Qinghai"""	42.522	0.0	Mountains	3837.117183409561		
220	Yinchuan	Yinchuan					China	1446800.0000000005											630.0					148.54603326026216		ZLIC	244.0	2900.0	1.01	0.99	-999.0	3.76	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Ningxia"""	42.522	0.0	Mountains	6717.400492520192		
221	York	York					United Kingdom	191600.0									271.94		704.5671839376333			11618.737988372513		91.72692242596506		EGXU	3.0	2248.0	1.65	1.44	-999.0	2.37	2011	http://www.ons.gov.uk/ons/interactive/vp2-2011-census-comparator/index.html / http://www.nomisweb.co.uk/articles/658.aspx (Table H01 2011 Census: Number of households with at least one usual resident, local authorities in England and Wales)	Calculation: population/households (198051/83600)	79.007	0.0	River	35594.619973550274		
222	Zagreb	Zagreb					Croatia	786000.0									641.0		1226.2090483619345			31045.133467461215		68.02		LDZA	189.0	2204.0	1.37	1.27	-999.0			croatia	-999	56.406	0.0	Mountains	18943.17326083901		
223	Zhengzhou	Zhengzhou					China	6916200.0											1100.0					64.53044690947793		ZHCC	370.0	1753.0	1.01	0.99	-999.0	3.6	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Henan"""	42.522	0.0	-999	8438.516229791116		
224	Zürich	Zurich	Zurich				Switzerland	377000.0	785655.0								87.88		4289.9408284023675	4427.0		40215.76422632911		94.75		6660*	45.0	2519.0	1.52	1.3	56.86	2.16	2000	http://www.bfs.admin.ch/bfs/portal/en/index/infothek/onlinedb/stattab.html Household: http://www.pxweb.bfs.admin.ch/Dialog/Saveshow.asp – Population: http://www.pxweb.bfs.admin.ch/Dialog/Saveshow.asp	Calculation: population/households (1198569/553003)	73.457	1.0	Big Lake, Mountains	38195.46437954651	50167.53	
225	Atlanta		Atlanta				USA		2897178.0											636.0						KGAATLAN16			0.78	0.56	52.86	2.68	2010	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table	-999	80.731	0.0	-999		31036.95	
226	Berne		Berne				Switzerland		295837.0											4385.0						LSZB			1.52	1.3	-999.0	2.33	2000	http://www.bfs.admin.ch/bfs/portal/en/index/infothek/onlinedb/stattab.html Household: http://www.pxweb.bfs.admin.ch/Dialog/Saveshow.asp – Population: http://www.pxweb.bfs.admin.ch/Dialog/Saveshow.asp	Calculation: population/households (943427/404054)	73.457	0.0	River		43468.52	
227	Bogotá		Bogota				Colombia		5569633.0											11603.0						SKBO			0.73	1.04	38.27			-999	-999	73.581	0.0	Mountains		2958.84	
228	Bologna		Bologna				Italy		448744.0											6698.999999999999						LIPE			1.63	1.57	-999.0	1.95	2004	http://www.urbanaudit.org	-999	67.588	0.0	Mountains		27573.8	
229	Brasília		Brasilia				Brazil		1821946.0											7137.999999999999						-999			1.45	1.68	-999.0	3.54	2010	http://www.ibge.gov.br/cidadesat/topwindow.htm?1	Calculation: population/households (2570160/725702)	82.834	0.0	-999		7910.24	
230	Brisbane		Brisbane				Australia		1488883.0											959.0						94576			0.94	0.74	-999.0	2.7	2011	http://www.censusdata.abs.gov.au/census_services/getproduct/census/2011/quickstat/3GBRI?opendocument&navpos=220	-999	88.182	1.0	-999		15036.29	
231	Cairo		Cairo				Egypt		13144000.0											27216.000000000004						HECA			0.2	0.49	35.29			egypt	-999	43.027	0.0	River		2140.14	
232	Calgary		Calgary	Calgary 	City 	2003.0	Canada		767059.0	922315.0	2003.0	132000.0	738000.0	1191000.0	1.0373428005626661	1.0242188630611628		825.29		2084.0	1117.5647348204875		32105.244406419926		17.3	CYYC			0.9	0.76	-999.0	2.6	2006.0	http://www12.statcan.gc.ca/census-recensement/2006/dp-pd/tbt/Rp-eng.cfm?TABID=1&LANG=E&APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=001&GID=763424&GK=10&GRP=1&PID=89047&PRID=0&PTYPE=88971,97154&S=0&SHOWALL=0&SUB=0&Temporal=2006&THEME=69&VID=0&VNAMEE=&VNAMEF=&D1=	-999	80.122	0.0	-999		23982.62	
233	Chennai		Chennai				India		6083371.0											13321.0						VOMM			0.7	1.09	-999.0	4.23	2011	Household: http://www.censusindia.gov.in/2011census/hlo/District_Tables/Distt_table/33/HH1604-3300CRCD.pdf -- Population: http://www.censusindia.gov.in/2011-prov-results/paper2/data_files/tamilnadu/Tamil%20Nadu_PPT2_Volume1_2011.pdf	Calculation: pop/household (4681087/1106567)	29.235	1.0	-999		395.64	
234	Chicago		Chicago				USA		7523328.0											1680.9999999999998						KMDW			0.78	0.56	65.24	2.68	2010	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table	metro area	80.731	1.0	-999		32109.75	
235	Cracow		Cracow				Poland		744987.0											5881.0						EPKK			1.4	1.43	-999.0			poland	-999	61.456	0.0	-999		3028.87	
236	Curitiba		Curitiba				Brazil		2431804.0											3030.0						SBBI*			1.45	1.68	-999.0	3.15	2010	http://www.ibge.gov.br/cidadesat/topwindow.htm?1	Calculation: population/households (1751907/555612)	82.834	0.0	-999		6514.69	
237	Dakar		Dakar				Senegal		1939000.0											10481.0						GOOY			1.26	1.35	-999.0			-999	-999	41.121	-999.0	-999		1115.67	
238	Dusseldorf		Dusseldorf				Germany		571064.0											4923.0						EDDL			1.56	1.56	50.42	1.8	2004	http://www.urbanaudit.org	-999	73.355	0.0	River		43744.89	
239	Frankfurt		Frankfurt				Germany		653241.0											4764.0						EDDF			1.56	1.56	62.34	1.8	2004	http://www.urbanaudit.org	-999	73.355	0.0	River		54570.75	
240	Graz		Graz				Austria		240066.0											3729.0						LOWG			0.94	0.74	-999.0			austria	-999	66.534	0.0	Mountains		31611.89	
241	Harare		Harare				Zimbabwe		1432260.0											3406.0						FVHA**			1.05	1.3	-999.0			-999	-999	35.86	-999.0	-999		784.8	
242	Ho Chi Minh City		Ho Chi Minh City				Vietnam		4811170.0											35565.0						VVTS			0.77	0.8	-999.0			-999	-999	27.281	1.0	Bay/river		1029.0	
243	Houston		Houston				USA		3918061.0											882.0						KTXHOUST63			0.78	0.56	51.3	2.83	2010	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table	metro area	80.731	1.0	-999		30679.72	
244	Jakarta		Jakarta				Indonesia		9161000.0											17340.0						96745			0.42	0.5	35.4			indonesia	-999	45.937	1.0	-999		1861.08	
245	Kuala Lumpur		Kuala Lumpur				Malaysia		3773900.0											5785.0						WMSA			0.53	0.53	45.28			malaysia	-999	67.575	1.0	-999		6990.65	
246	Manila		Manila				Philippines		9447156.0											20637.0						98425			0.81	0.91	35.15			phillipines	-999	48.033	1.0	-999		2216.92	
247	Marseille		Marseille				France		798430.0											5871.0						LFML			1.45	1.52	-999.0			-999	-999	81.555	1.0	-999		29336.94	
248	Montreal		Montreal				Canada		3224130.0											3170.0						CWTA			0.9	0.76	51.6			-999	-999	80.122	-999.0	-999		16065.68	
249	Mumbai		Mumbai				India		17072000.0											33743.0						VABB			0.7	1.09	45.71	1.55	2011	Household: http://www.censusindia.gov.in/2011census/hlo/District_Tables/Distt_table/27/HH1604-2700CRCD.pdf -- Population: http://www.censusindia.gov.in/2011-prov-results/paper2/data_files/mah/8-POP-11-26.pdf	Calculation: pop/household (3145966/2027743)	29.235	1.0	-999		912.79	
250	Munich		Munich				Germany		1324208.0											5565.999999999999						IMUNICH2			1.56	1.56	52.52	1.76	2004	http://www.urbanaudit.org	-999	73.355	0.0	-999		54692.08	
251	Nantes		Nantes				France		534000.0											3584.0000000000005						LFRS			1.45	1.52	-999.0	2.17	2009	http://www.recensement.insee.fr/home.action	Calculation: pop/household (582159/267250)	81.555	0.0	Large River		32332.26	
252	Newcastle		Newcastle				United Kingdom		1131000.0											3836.0						EGNT			1.65	1.44	-999.0	2.39	2011	http://www.ons.gov.uk/ons/interactive/vp2-2011-census-comparator/index.html / http://www.nomisweb.co.uk/articles/658.aspx (Table H01 2011 Census: Number of households with at least one usual resident, local authorities in England and Wales)	Calculation: pop/household (280177/117200)	79.007	0.0	River		13815.73	
253	Osaka		Osaka				Japan		16828737.0											9813.0						47772			1.3	1.42	54.94			japan	-999	85.978	1.0	-999		39936.53	
254	Ottawa		Ottawa				Canada		972456.0											3126.0						CXOA			0.9	0.76	-999.0	2.5	2006	http://www12.statcan.gc.ca/census-recensement/2006/dp-pd/tbt/Rp-eng.cfm?TABID=1&LANG=E&APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=001&GID=760855&GK=10&GRP=1&PID=89047&PRID=0&PTYPE=88971,97154&S=0&SHOWALL=0&SUB=0&Temporal=2006&THEME=69&VID=0&VNAMEE=&VNAMEF=&D1=	-999	80.122	0.0	River		18826.58	
255	Perth		Perth				Australia		1244320.0											1090.0						94608*			0.94	0.74	-999.0	2.6	2011	http://www.censusdata.abs.gov.au/census_services/getproduct/census/2011/quickstat/5GPER?opendocument&navpos=220	-999	88.182	1.0	-999		21995.2	
256	Phoenix		Phoenix				USA		2526113.0											1040.0						KPHX			0.78	0.56	-999.0	2.68	2010	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table	-999	80.731	0.0	Mountains		26920.48	
257	Riyadh		Riyadh				Saudi Arabia		3116000.0											4395.0						OERK			0.09	0.16	35.37			-999	-999	80.979	-999.0	-999		5938.64	
258	Ruhr		Ruhr				Germany		7356500.0											3653.0						EDDL			1.56	1.56	-999.0			-999	-999	73.355	-999.0	-999		32987.55	
259	San Diego		San Diego				USA		2626714.0											1455.0						KSAN			0.78	0.56	-999.0	2.75	2010	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table	metro area	80.731	-999.0	-999		26508.41	
260	San Francisco		San Francisco				USA		3837896.0											2054.0						KCASANFR34			0.78	0.56	52.39	2.61	2010	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table	metro area	80.731	-999.0	-999		37154.47	
261	Sapporo		Sapporo				Japan		1757025.0											7212.0						47412			1.3	1.42	-999.0			-999	-999	85.978	-999.0	-999		37074.79	
262	Seoul			Seoul 	Seoul City	1998.0	South Korea			10321496.0	1998.0	1021000.0	10544000.0	9751000.0	1.0383259869847175	0.9960982748914233		605.21			17054.40425637382		419555.6760604549		4.1	RKSL			1.4	1.51	61.83	2.51	2009.0	-999	-999	81.345	0.0	Major River			29000.0
263	Stuttgart		Stuttgart				Germany		585604.0											5894.0						EDDS			1.56	1.56	-999.0	1.93	2004	http://www.urbanaudit.org	-999	73.355	0.0	-999		40341.71	
264	Taipei City		Taipei				Taiwan		5960673.0											23012.0						58968*			0.69	0.64	53.32			taiwan	-999	71.335	1.0	-999		13035.73	
265	Tehran		Tehran				Iran		6800000.0											11412.0						OIII			0.03	0.1	-999.0			-999	-999	67.558	-999.0	-999		2550.95	
266	Tel Aviv		Tel Aviv				Israel		2458155.0											7230.0						LLBG			1.7	1.37	46.5			-999	-999	91.518	-999.0	-999		14624.61	
267	Tunis		Tunis				Tunisia		1874600.0											9144.0						DTTA			0.84	0.96	-999.0			-999	-999	65.128	-999.0	-999		2140.92	
268	Vancouver		Vancouver				Canada		1898687.0											2161.0						CYVR			0.9	0.76	51.1	2.6	2006	http://www12.statcan.gc.ca/census-recensement/2006/dp-pd/tbt/Rp-eng.cfm?TABID=1&LANG=E&APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=001&GID=764018&GK=10&GRP=1&PID=89047&PRID=0&PTYPE=88971,97154&S=0&SHOWALL=0&SUB=0&Temporal=2006&THEME=69&VID=0&VNAMEE=&VNAMEF=&D1=	-999	80.122	1.0	-999		25793.02	
269	Washington DC		Washington	Washington DC 	District of Columbia 	2000.0	USA		3739330.0	571723.0	2000.0	1298000.0	3376000.0	4634000.0	1.0214364594189063	1.0159625034923945		177.0		1433.0	3230.0734463276835		42973.33220678613		18.0	KDCA			0.78	0.56	51.19	2.64	2010.0	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table	-999	80.731	0.0	River		34419.51	85500.0
270	Wellington		Wellington				New Zealand		366411.0											2198.0						NZWN			0.85	1.09	-999.0			new zealond	-999	86.052	1.0	-999		17972.42	
271	Delhi			Delhi 	National capital territory 	2000.0	India			13200000.0	2000.0	1369000.0	9726000.0	21935000.0	1.0473188089873222	1.041502144880785		1484.0			8894.87870619946		342654.9268897689		1.3	VIDD			0.7	1.09	-999.0	5.01	2011.0	-999	-999	29.235	0.0	-999			
272	Kolkata			Kolkata 	Metropolitan Area 	2000.0	India			15700000.0	2000.0	4513000.0	10890000.0	14283000.0	1.0193873384953314	1.0136536249858454		1886.67			8321.54006795041		361452.87253917544		0.9	VECC			0.7	1.09	-999.0	4.65	2011.0	-999	-999	29.235	0.0	-999			7027.027027027027
